Asensetek Spectrum Genius V3.1.1
,1,
471,0.00783821,
472,0.00703787,
473,0.00640055,
474,0.00599162,
475,0.00575193,
476,0.005435,
477,0.00504028,
478,0.00487243,
479,0.0047672,
480,0.00471259,
481,0.00495316,
482,0.00546475,
483,0.00609336,
484,0.00656675,
485,0.00677471,
486,0.00671971,
487,0.00672574,
488,0.00699408,
489,0.00731586,
490,0.00749284,
491,0.00740787,
492,0.00718331,
493,0.00694987,
494,0.00681499,
495,0.00689192,
496,0.00720938,
497,0.00741866,
498,0.0071978,
499,0.00695495,
500,0.00690187,
501,0.0069287,
502,0.00705485,
503,0.00722352,
504,0.00725915,
505,0.00714163,
506,0.00706024,
507,0.00695919,
508,0.0069468,
509,0.00719618,
510,0.00740234,
511,0.00734591,
512,0.00716271,
513,0.0069739,
514,0.00684314,
515,0.0069802,
516,0.00731368,
517,0.00754814,
518,0.00769528,
519,0.00795121,
520,0.00827481,
521,0.00839127,
522,0.00827295,
523,0.00808282,
524,0.00786614,
525,0.00773988,
526,0.00764853,
527,0.00759147,
528,0.00761415,
529,0.00770088,
530,0.00771953,
531,0.00766016,
532,0.00779908,
533,0.00830021,
534,0.00898416,
535,0.0097324,
536,0.0103456,
537,0.0108064,
538,0.0110821,
539,0.0109655,
540,0.0106915,
541,0.0106185,
542,0.0105321,
543,0.010227,
544,0.00975353,
545,0.00936492,
546,0.00920635,
547,0.00906346,
548,0.008812,
549,0.00877298,
550,0.0091519,
551,0.00953489,
552,0.00973076,
553,0.0100545,
554,0.0104541,
555,0.0109019,
556,0.011546,
557,0.0122024,
558,0.0128691,
559,0.0135356,
560,0.0139342,
561,0.0141213,
562,0.0143771,
563,0.0148094,
564,0.0153039,
565,0.0159461,
566,0.0169215,
567,0.0180224,
568,0.0192147,
569,0.0205464,
570,0.0219208,
571,0.0233974,
572,0.0250414,
573,0.027223,
574,0.029862,
575,0.0325652,
576,0.0354985,
577,0.038771,
578,0.0423852,
579,0.0464428,
580,0.0507129,
581,0.0553938,
582,0.060844,
583,0.0672688,
584,0.0744158,
585,0.0820225,
586,0.0904012,
587,0.0997149,
588,0.109751,
589,0.120429,
590,0.132083,
591,0.145561,
592,0.161064,
593,0.178363,
594,0.198078,
595,0.220279,
596,0.245253,
597,0.273399,
598,0.304578,
599,0.33941,
600,0.378218,
601,0.421046,
602,0.467912,
603,0.519138,
604,0.575717,
605,0.637847,
606,0.70541,
607,0.778494,
608,0.85763,
609,0.944049,
610,1.03874,
611,1.1413,
612,1.25063,
613,1.36617,
614,1.48751,
615,1.6142,
616,1.7435,
617,1.87201,
618,1.99737,
619,2.11726,
620,2.22529,
621,2.31576,
622,2.38583,
623,2.43289,
624,2.45355,
625,2.44512,
626,2.40493,
627,2.33668,
628,2.24466,
629,2.12891,
630,1.99172,
631,1.84145,
632,1.68404,
633,1.52316,
634,1.36354,
635,1.2098,
636,1.06577,
637,0.9343,
638,0.813893,
639,0.704466,
640,0.608816,
641,0.527001,
642,0.45622,
643,0.394854,
644,0.342389,
645,0.297544,
646,0.259126,
647,0.225779,
648,0.19726,
649,0.173369,
650,0.153045,
651,0.135743,
652,0.120739,
653,0.107679,
654,0.0962386,
655,0.0860661,
656,0.0769728,
657,0.0694016,
658,0.0635801,
659,0.058374,
660,0.053415,
661,0.0491442,
662,0.0453607,
663,0.0417049,
664,0.0382524,
665,0.0351856,
666,0.0326218,
667,0.030638,
668,0.0288577,
669,0.0271179,
670,0.0258378,
671,0.0248368,
672,0.0236261,
673,0.0223884,
674,0.0214815,
675,0.0209301,
676,0.0204952,
677,0.0199099,
678,0.0191509,
679,0.0182621,
680,0.0173426,
681,0.0165231,
682,0.0160185,
683,0.0159205,
684,0.0160896,
685,0.0162722,
686,0.0161409,
687,0.0161374,
688,0.0168816,
689,0.0178767,
690,0.0185568,
691,0.0189318,
692,0.0191063,
693,0.0192541,
694,0.0194153,
695,0.0195683,
696,0.0197668,
697,0.0200527,
698,0.0199007,
699,0.0189017,
700,0.0178304,
701,0.0171257,
702,0.0163828,
703,0.015536,
704,0.0146584,
705,0.0139916,
706,0.0137833,
707,0.0137621,
708,0.0137015,
709,0.0137141,
710,0.0138019,
711,0.0136651,
712,0.0133963,
713,0.013454,
714,0.0139169,
715,0.0146148,
716,0.0150867,
717,0.0149689,
718,0.0145249,
719,0.0140452,
720,0.0136469,
721,0.0134295,
722,0.0134292,
723,0.0135495,
724,0.0136657,
725,0.0137535,
726,0.0138031,
727,0.0138487,
728,0.0139249,
729,0.0140036,
730,0.0141253,
731,0.0143944,
732,0.0147283,
733,0.0149805,
734,0.0152354,
735,0.0156311,
736,0.0160218,
737,0.0162007,
738,0.0160477,
739,0.0156594,
740,0.0154443,
741,0.0154945,
742,0.0155792,
743,0.0155429,
744,0.0152682,
745,0.0147563,
746,0.0140377,
747,0.0132138,
748,0.0124884,
749,0.0121427,
750,0.0121958,
751,0.0121555,
752,0.0118442,
753,0.0114222,
754,0.0111896,
755,0.0115434,
756,0.0122841,
757,0.013033,
758,0.0137657,
759,0.0144729,
760,0.0151988,
761,0.015954,
762,0.016681,
763,0.0172477,
764,0.0174969,
765,0.0174724,
766,0.0175218,
767,0.0177146,
768,0.0178971,
769,0.0180011,
770,0.0179093,
771,0.0173938,
772,0.0164187,
773,0.0158264,
774,0.0161824,
775,0.0170141,
776,0.0168375,
777,0.0173235,
778,0.0194484,
779,0.0222503,
780,0.0233988,
Product Name,620,
Manufacture,,
timestamp,2021/11/5 11:55:45,
File Name,C:\Users\cege\Desktop\LED chips\620single20211105115557\620-single-20211105-115557.txt,
User,,
Temperature(?),0,
Humidity(%),,
Distance(m),,
Lamp warm-up period(min),,
With Background,YES,
SG-PC Measure,NO,
Latitude,51.5476597,
Longitude,0.1708878,
Device Name,LPP00480B15002BZ,
,,
Flicker %,,
Flicker Index,,
Flicker Frequency,,
Notes,"",
