Asensetek Spectrum Genius V3.1.1
,1,
411,0.0101426,
412,0.0096733,
413,0.00914793,
414,0.00905018,
415,0.00914158,
416,0.00903943,
417,0.00877288,
418,0.00850653,
419,0.00850456,
420,0.00891793,
421,0.00947634,
422,0.010026,
423,0.0107515,
424,0.0114349,
425,0.0118183,
426,0.0123299,
427,0.0132646,
428,0.0143427,
429,0.0153642,
430,0.016213,
431,0.0169882,
432,0.0179976,
433,0.0192091,
434,0.0203085,
435,0.0213238,
436,0.0225764,
437,0.0237388,
438,0.0245721,
439,0.0253872,
440,0.0262931,
441,0.0270258,
442,0.0274439,
443,0.0276698,
444,0.027712,
445,0.027623,
446,0.0275036,
447,0.0270221,
448,0.026333,
449,0.0258378,
450,0.0255057,
451,0.0250159,
452,0.0244506,
453,0.0239615,
454,0.0235289,
455,0.0232975,
456,0.023094,
457,0.0227613,
458,0.0226022,
459,0.0225176,
460,0.0221731,
461,0.0214752,
462,0.0207063,
463,0.0201253,
464,0.0196919,
465,0.0191458,
466,0.0182919,
467,0.0174607,
468,0.0169556,
469,0.0164414,
470,0.0156606,
471,0.0149518,
472,0.0146147,
473,0.0144584,
474,0.0142359,
475,0.0139249,
476,0.013649,
477,0.0135322,
478,0.0133397,
479,0.0128391,
480,0.0123923,
481,0.0123279,
482,0.0124267,
483,0.0123582,
484,0.0121909,
485,0.0120117,
486,0.0117919,
487,0.0116067,
488,0.0113601,
489,0.0112177,
490,0.0113531,
491,0.011473,
492,0.0115681,
493,0.0116926,
494,0.0117192,
495,0.0117471,
496,0.0119362,
497,0.0122137,
498,0.012379,
499,0.0125246,
500,0.0127375,
501,0.0129763,
502,0.0131721,
503,0.0131995,
504,0.0131398,
505,0.0132914,
506,0.0138199,
507,0.0145942,
508,0.015498,
509,0.0164789,
510,0.0174279,
511,0.0183957,
512,0.0195062,
513,0.0209506,
514,0.0227685,
515,0.0248798,
516,0.0271353,
517,0.0293187,
518,0.0314707,
519,0.0337931,
520,0.0363318,
521,0.0392227,
522,0.042442,
523,0.0458868,
524,0.0494577,
525,0.0531175,
526,0.0569995,
527,0.0612701,
528,0.0660161,
529,0.071194,
530,0.076763,
531,0.0830228,
532,0.0900716,
533,0.0977284,
534,0.105594,
535,0.114052,
536,0.123439,
537,0.1334,
538,0.144113,
539,0.155463,
540,0.1679,
541,0.181753,
542,0.196383,
543,0.211592,
544,0.228045,
545,0.246068,
546,0.264975,
547,0.284852,
548,0.306122,
549,0.328792,
550,0.352658,
551,0.377335,
552,0.402569,
553,0.428714,
554,0.45566,
555,0.48299,
556,0.510766,
557,0.539501,
558,0.569559,
559,0.600388,
560,0.630848,
561,0.661407,
562,0.692353,
563,0.723615,
564,0.755116,
565,0.786905,
566,0.819299,
567,0.85192,
568,0.884102,
569,0.915354,
570,0.946181,
571,0.976798,
572,1.00741,
573,1.03686,
574,1.06465,
575,1.09152,
576,1.11808,
577,1.14423,
578,1.16864,
579,1.19153,
580,1.21307,
581,1.23313,
582,1.25181,
583,1.26853,
584,1.2836,
585,1.29828,
586,1.3127,
587,1.32464,
588,1.33271,
589,1.33902,
590,1.34444,
591,1.34958,
592,1.35386,
593,1.35717,
594,1.35967,
595,1.36124,
596,1.36112,
597,1.35851,
598,1.35459,
599,1.35077,
600,1.34675,
601,1.34191,
602,1.33501,
603,1.32616,
604,1.31594,
605,1.30472,
606,1.29287,
607,1.28056,
608,1.26897,
609,1.25821,
610,1.24671,
611,1.23401,
612,1.22008,
613,1.20582,
614,1.19178,
615,1.17738,
616,1.16218,
617,1.14693,
618,1.13196,
619,1.11617,
620,1.09886,
621,1.08082,
622,1.06318,
623,1.04612,
624,1.02813,
625,1.00962,
626,0.991552,
627,0.974085,
628,0.956574,
629,0.937558,
630,0.917202,
631,0.897919,
632,0.88028,
633,0.863261,
634,0.846036,
635,0.829165,
636,0.812623,
637,0.796158,
638,0.779603,
639,0.76285,
640,0.746516,
641,0.730714,
642,0.714266,
643,0.697092,
644,0.679742,
645,0.663311,
646,0.647803,
647,0.632145,
648,0.616087,
649,0.599354,
650,0.582842,
651,0.567627,
652,0.553417,
653,0.539814,
654,0.525885,
655,0.511305,
656,0.49589,
657,0.480672,
658,0.466672,
659,0.453479,
660,0.441087,
661,0.428931,
662,0.416293,
663,0.403164,
664,0.389509,
665,0.376217,
666,0.363832,
667,0.352331,
668,0.34089,
669,0.3293,
670,0.318108,
671,0.307558,
672,0.297417,
673,0.287681,
674,0.278447,
675,0.269944,
676,0.262147,
677,0.254781,
678,0.247809,
679,0.241312,
680,0.234867,
681,0.228283,
682,0.221772,
683,0.215653,
684,0.21002,
685,0.204976,
686,0.200625,
687,0.196893,
688,0.193334,
689,0.189604,
690,0.185534,
691,0.181548,
692,0.178014,
693,0.175007,
694,0.172154,
695,0.168928,
696,0.16517,
697,0.160979,
698,0.156559,
699,0.15217,
700,0.147903,
701,0.143795,
702,0.139646,
703,0.135328,
704,0.13067,
705,0.126017,
706,0.121838,
707,0.118246,
708,0.115079,
709,0.111945,
710,0.108648,
711,0.105292,
712,0.102019,
713,0.0989668,
714,0.0960911,
715,0.0933463,
716,0.0907095,
717,0.0880976,
718,0.0852902,
719,0.0823657,
720,0.07979,
721,0.077652,
722,0.0756017,
723,0.0735459,
724,0.0714924,
725,0.0696759,
726,0.068299,
727,0.0669767,
728,0.0655179,
729,0.0641594,
730,0.062917,
731,0.0616038,
732,0.0601855,
733,0.0588558,
734,0.0576093,
735,0.0563887,
736,0.0551092,
737,0.0537247,
738,0.0524575,
739,0.0513878,
740,0.0502827,
741,0.0490009,
742,0.0475209,
743,0.0459743,
744,0.0445421,
745,0.0432428,
746,0.0420354,
747,0.040865,
748,0.0397526,
749,0.0388503,
750,0.0382479,
751,0.0377285,
752,0.0372299,
753,0.0368781,
754,0.0366438,
755,0.036395,
756,0.0361591,
757,0.0360048,
758,0.0358287,
759,0.0354877,
760,0.0349971,
761,0.0343802,
762,0.0337119,
763,0.0330136,
764,0.0323372,
765,0.0317807,
766,0.0314905,
767,0.0314581,
768,0.0316399,
769,0.0319925,
770,0.0323794,
771,0.0326522,
772,0.0327483,
773,0.0328424,
774,0.0329746,
775,0.0331381,
776,0.0325181,
777,0.0317496,
778,0.0308728,
779,0.0298601,
780,0.0287045,
Product Name,597,
Manufacture,,
timestamp,2021/11/5 11:55:16,
File Name,C:\Users\cege\Desktop\LED chips\597single20211105115528\597-single-20211105-115528.txt,
User,,
Temperature(?),,
Humidity(%),,
Distance(m),,
Lamp warm-up period(min),,
With Background,YES,
SG-PC Measure,NO,
Latitude,51.5476595,
Longitude,0.1709436,
Device Name,LPP00480B15002BZ,
,,
Flicker %,,
Flicker Index,,
Flicker Frequency,,
Notes,"",
