Asensetek Spectrum Genius V3.1.1
,1,
546,0.00623018,
547,0.00611426,
548,0.00610156,
549,0.00624942,
550,0.00642786,
551,0.00663841,
552,0.00679527,
553,0.00687063,
554,0.00694476,
555,0.00697849,
556,0.00694533,
557,0.00681952,
558,0.00660227,
559,0.00643422,
560,0.00634123,
561,0.00622734,
562,0.00603615,
563,0.00589707,
564,0.00584269,
565,0.0057001,
566,0.00559518,
567,0.00562345,
568,0.00561791,
569,0.0056141,
570,0.00564121,
571,0.00561792,
572,0.005583,
573,0.00541859,
574,0.00511227,
575,0.00497853,
576,0.00515648,
577,0.0054219,
578,0.00552612,
579,0.00557812,
580,0.00578313,
581,0.00606021,
582,0.00638045,
583,0.006698,
584,0.0070852,
585,0.00751978,
586,0.00778236,
587,0.00802207,
588,0.00827797,
589,0.00848884,
590,0.0087044,
591,0.00876838,
592,0.00891057,
593,0.00927483,
594,0.00970869,
595,0.0102301,
596,0.0109456,
597,0.0119978,
598,0.0133136,
599,0.0146764,
600,0.0162385,
601,0.0183624,
602,0.0210779,
603,0.0239958,
604,0.0269988,
605,0.0303604,
606,0.0343034,
607,0.0388635,
608,0.0440404,
609,0.0497364,
610,0.0561135,
611,0.0630585,
612,0.070108,
613,0.0776844,
614,0.0862829,
615,0.0962625,
616,0.107518,
617,0.119478,
618,0.132398,
619,0.146632,
620,0.162304,
621,0.179611,
622,0.199138,
623,0.22121,
624,0.245105,
625,0.270929,
626,0.298703,
627,0.328689,
628,0.361471,
629,0.396696,
630,0.434034,
631,0.473933,
632,0.517481,
633,0.565163,
634,0.616741,
635,0.672479,
636,0.732632,
637,0.797498,
638,0.867419,
639,0.942363,
640,1.0222,
641,1.10719,
642,1.1969,
643,1.28979,
644,1.3838,
645,1.47725,
646,1.56774,
647,1.65187,
648,1.72562,
649,1.78438,
650,1.82663,
651,1.85181,
652,1.85705,
653,1.84109,
654,1.80238,
655,1.74286,
656,1.66525,
657,1.57284,
658,1.46912,
659,1.35769,
660,1.24332,
661,1.12858,
662,1.0152,
663,0.906246,
664,0.803291,
665,0.708877,
666,0.623471,
667,0.546906,
668,0.478692,
669,0.418071,
670,0.364554,
671,0.31834,
672,0.278885,
673,0.245284,
674,0.217053,
675,0.193794,
676,0.174899,
677,0.159306,
678,0.146354,
679,0.135764,
680,0.127697,
681,0.122495,
682,0.11897,
683,0.116481,
684,0.115218,
685,0.115327,
686,0.116866,
687,0.119504,
688,0.122702,
689,0.126449,
690,0.130978,
691,0.136603,
692,0.143333,
693,0.151042,
694,0.159663,
695,0.169034,
696,0.1788,
697,0.188821,
698,0.199623,
699,0.211634,
700,0.224451,
701,0.237807,
702,0.251511,
703,0.265579,
704,0.280241,
705,0.295601,
706,0.311361,
707,0.327696,
708,0.344713,
709,0.362233,
710,0.380104,
711,0.398399,
712,0.417482,
713,0.437704,
714,0.458862,
715,0.480694,
716,0.50282,
717,0.524627,
718,0.54613,
719,0.567676,
720,0.58918,
721,0.610584,
722,0.631213,
723,0.650648,
724,0.668271,
725,0.683519,
726,0.696032,
727,0.705671,
728,0.712238,
729,0.714932,
730,0.712752,
731,0.70537,
732,0.692533,
733,0.675101,
734,0.652779,
735,0.625375,
736,0.593866,
737,0.559386,
738,0.522664,
739,0.484681,
740,0.446225,
741,0.408115,
742,0.370929,
743,0.335279,
744,0.301466,
745,0.270098,
746,0.241667,
747,0.215958,
748,0.19275,
749,0.171535,
750,0.152356,
751,0.13558,
752,0.121053,
753,0.108174,
754,0.0969635,
755,0.0877528,
756,0.0800727,
757,0.0731752,
758,0.0669018,
759,0.0611159,
760,0.0561302,
761,0.0518939,
762,0.0480012,
763,0.0444339,
764,0.0416083,
765,0.0393143,
766,0.0369255,
767,0.0345171,
768,0.0323286,
769,0.0305391,
770,0.0294102,
771,0.0285727,
772,0.0276394,
773,0.0268861,
774,0.0265436,
775,0.0262533,
776,0.0257857,
777,0.0252387,
778,0.0257943,
779,0.0271531,
780,0.0283424,
Product Name,665,
Manufacture,,
timestamp,2021/11/5 11:56:39,
File Name,C:\Users\cege\Desktop\LED chips\665single20211105115658\665-single-20211105-115658.txt,
User,,
Temperature(?),0,
Humidity(%),,
Distance(m),,
Lamp warm-up period(min),,
With Background,YES,
SG-PC Measure,NO,
Latitude,51.54358676634729,
Longitude,0.16236106865108013,
Device Name,LPP00480B15002BZ,
,,
Flicker %,,
Flicker Index,,
Flicker Frequency,,
Notes,"",
