Asensetek Spectrum Genius V3.1.1
,1,
468,0.0129945,
469,0.0124532,
470,0.0120106,
471,0.011576,
472,0.0111486,
473,0.010754,
474,0.0104269,
475,0.0102342,
476,0.0101733,
477,0.00997172,
478,0.0094882,
479,0.00900935,
480,0.00874867,
481,0.00862108,
482,0.00861924,
483,0.00872815,
484,0.00893677,
485,0.0089771,
486,0.00875011,
487,0.00862165,
488,0.00876326,
489,0.00907402,
490,0.00947029,
491,0.00984015,
492,0.010093,
493,0.0101336,
494,0.009893,
495,0.00947849,
496,0.00928268,
497,0.00940865,
498,0.00958152,
499,0.0100037,
500,0.0106115,
501,0.0109833,
502,0.0110779,
503,0.0110476,
504,0.0111669,
505,0.011575,
506,0.0119991,
507,0.0123886,
508,0.0128994,
509,0.0133321,
510,0.013251,
511,0.013043,
512,0.0131637,
513,0.0133187,
514,0.0134296,
515,0.0135214,
516,0.0133692,
517,0.013063,
518,0.012724,
519,0.0122519,
520,0.0117692,
521,0.0115104,
522,0.0112784,
523,0.0108191,
524,0.0103783,
525,0.00999789,
526,0.00947187,
527,0.00899138,
528,0.00879087,
529,0.00873672,
530,0.00857521,
531,0.00831799,
532,0.00798394,
533,0.00772819,
534,0.0079726,
535,0.00857573,
536,0.0092382,
537,0.00977839,
538,0.0102588,
539,0.010743,
540,0.0111692,
541,0.0116311,
542,0.0120278,
543,0.012243,
544,0.0121739,
545,0.0117395,
546,0.0112286,
547,0.010788,
548,0.0105094,
549,0.0103553,
550,0.0102451,
551,0.0103345,
552,0.0104384,
553,0.0104142,
554,0.010537,
555,0.0108593,
556,0.0113621,
557,0.0118017,
558,0.0119401,
559,0.0120075,
560,0.0121832,
561,0.0123966,
562,0.0125265,
563,0.0129056,
564,0.0135979,
565,0.0140636,
566,0.0143683,
567,0.0146046,
568,0.014837,
569,0.0153111,
570,0.0158438,
571,0.0161649,
572,0.0162286,
573,0.0164306,
574,0.0168479,
575,0.0175758,
576,0.0187716,
577,0.0200752,
578,0.0213017,
579,0.0226091,
580,0.0241746,
581,0.0260071,
582,0.0280741,
583,0.0305466,
584,0.033206,
585,0.0356488,
586,0.0378277,
587,0.0402204,
588,0.0431235,
589,0.0466145,
590,0.0506183,
591,0.054976,
592,0.0598444,
593,0.0654493,
594,0.0719346,
595,0.0791576,
596,0.0873597,
597,0.0969061,
598,0.107586,
599,0.119184,
600,0.131727,
601,0.145984,
602,0.162343,
603,0.180749,
604,0.200983,
605,0.222772,
606,0.24701,
607,0.274338,
608,0.305245,
609,0.340207,
610,0.37986,
611,0.424506,
612,0.473564,
613,0.527048,
614,0.585438,
615,0.650402,
616,0.723128,
617,0.803248,
618,0.891375,
619,0.98768,
620,1.0907,
621,1.19998,
622,1.31819,
623,1.44569,
624,1.57926,
625,1.71703,
626,1.85619,
627,1.99402,
628,2.12726,
629,2.24716,
630,2.34615,
631,2.42192,
632,2.47203,
633,2.49239,
634,2.47841,
635,2.43143,
636,2.35426,
637,2.2492,
638,2.11861,
639,1.96703,
640,1.80304,
641,1.63485,
642,1.46676,
643,1.30296,
644,1.14617,
645,1.00172,
646,0.872175,
647,0.756418,
648,0.653783,
649,0.563553,
650,0.485089,
651,0.418244,
652,0.361617,
653,0.313981,
654,0.27304,
655,0.237608,
656,0.207069,
657,0.180846,
658,0.158635,
659,0.139626,
660,0.123708,
661,0.110064,
662,0.0978452,
663,0.0869204,
664,0.0773075,
665,0.0694676,
666,0.0631968,
667,0.0578744,
668,0.0527427,
669,0.0478485,
670,0.0438828,
671,0.0406587,
672,0.037675,
673,0.0350023,
674,0.03276,
675,0.0309821,
676,0.0294868,
677,0.0278467,
678,0.0261924,
679,0.0249572,
680,0.0241171,
681,0.0235502,
682,0.0234866,
683,0.0238942,
684,0.0242047,
685,0.0243123,
686,0.0245169,
687,0.024788,
688,0.0249948,
689,0.025242,
690,0.0255633,
691,0.0257152,
692,0.0255766,
693,0.025237,
694,0.0246815,
695,0.0239612,
696,0.0233728,
697,0.0230071,
698,0.0227076,
699,0.0224983,
700,0.0223276,
701,0.022059,
702,0.0216974,
703,0.0213079,
704,0.0208738,
705,0.0205304,
706,0.0205504,
707,0.0207014,
708,0.0205461,
709,0.0200665,
710,0.0195125,
711,0.019136,
712,0.0189854,
713,0.019055,
714,0.0190908,
715,0.0188375,
716,0.0186688,
717,0.0188065,
718,0.0188146,
719,0.0186085,
720,0.018668,
721,0.0189654,
722,0.018966,
723,0.0185543,
724,0.0178722,
725,0.0173661,
726,0.017354,
727,0.0171595,
728,0.0164591,
729,0.015917,
730,0.0157287,
731,0.0154741,
732,0.0151105,
733,0.0148666,
734,0.0149477,
735,0.0155095,
736,0.0161464,
737,0.0164568,
738,0.0165779,
739,0.0166394,
740,0.0166413,
741,0.0165816,
742,0.0164989,
743,0.0165358,
744,0.0168474,
745,0.0169772,
746,0.0164129,
747,0.0157173,
748,0.0154408,
749,0.0154444,
750,0.0156158,
751,0.0159128,
752,0.0162595,
753,0.0165068,
754,0.0165068,
755,0.016156,
756,0.0158966,
757,0.0162938,
758,0.0169008,
759,0.0172746,
760,0.0175302,
761,0.0176217,
762,0.017427,
763,0.0170253,
764,0.0166518,
765,0.0164661,
766,0.0167687,
767,0.0173266,
768,0.0175318,
769,0.017392,
770,0.0170028,
771,0.0165883,
772,0.0163457,
773,0.0161488,
774,0.0160558,
775,0.0162561,
776,0.0160389,
777,0.0158898,
778,0.0158967,
779,0.0163584,
780,0.0177361,
Product Name,630,
Manufacture,,
timestamp,2021/11/5 11:56:09,
File Name,C:\Users\cege\Desktop\LED chips\630single20211105115626\630-single-20211105-115626.txt,
User,,
Temperature(?),0,
Humidity(%),,
Distance(m),,
Lamp warm-up period(min),,
With Background,YES,
SG-PC Measure,NO,
Latitude,51.5476603,
Longitude,0.1708867,
Device Name,LPP00480B15002BZ,
,,
Flicker %,,
Flicker Index,,
Flicker Frequency,,
Notes,"",
